 IN_PITCH, IN_ROLL, IN_AZIMUTH
-0.60848355,0.17518029,1.8418561
-0.6081043,0.17232269,1.8412257
-0.6079484,0.17337254,1.8428917
-0.60960513,0.17482206,1.8441244
-0.6096583,0.1724239,1.8445871
-0.6033797,0.16965018,1.8438501
-0.6036763,0.16501796,1.8419293
-0.6033689,0.1575128,1.8357008
-0.60393274,0.15157586,1.8318578
-0.6043318,0.1499703,1.8305914
-0.5999947,0.1456969,1.8267673
-0.5989199,0.12656972,1.8178076
-0.5778817,0.10100876,1.8002387
-0.5778532,0.10525865,1.801266
-0.57679546,0.10556038,1.7979927
-0.576154,0.10741864,1.7977575
-0.57483184,0.110616416,1.7985619
-0.57422733,0.10806486,1.7967832
-0.5738084,0.108659305,1.7970166
-0.5745721,0.102697045,1.7949684
-0.57087874,0.0876472,1.7950888
-0.5692386,0.08686272,1.7989321
-0.5691283,0.09195076,1.7999934
-0.5686559,0.09200743,1.797748
-0.5683405,0.09340117,1.7976087
-0.5701743,0.09289776,1.7973335
-0.571277,0.08938794,1.7938821
-0.5690325,0.0901998,1.7937995
-0.56850296,0.09050343,1.7951705
-0.5672139,0.09126139,1.7951859
-0.5652782,0.089567244,1.7945088
-0.56525683,0.08851051,1.7948822
-0.5678849,0.07936599,1.7952049
-0.5732016,0.06896535,1.7956239
-0.5724141,0.067522906,1.7948186
-0.5713928,0.06846223,1.7940996
-0.5712724,0.07087886,1.7931173
-0.5696766,0.08029596,1.7947528
-0.5662757,0.09735483,1.7978706
-0.56494665,0.09870737,1.7977734
-0.5655911,0.09313093,1.7968776
-0.56768245,0.086843655,1.7971399
-0.5731232,0.084911086,1.8002799
-0.56636375,0.08825476,1.800798
-0.57022595,0.089155726,1.7988166
-0.5658209,0.07058817,1.7890036
-0.54567385,-0.031739723,1.7362536
-0.51910794,-0.099988185,1.6954435
-0.5209545,-0.08442201,1.702259
-0.52866435,-0.05702104,1.7108073
-0.534012,-0.033894468,1.720092
-0.53448117,-0.018459324,1.7256995
-0.53729504,-0.01151892,1.7285829
-0.545917,0.02454816,1.7446564
-0.55106866,0.06965913,1.7676703
-0.5501995,0.05388159,1.7595602
-0.5358674,-0.01596969,1.7323264
-0.5374761,-0.046025857,1.7246804
-0.54283506,-0.040115904,1.7251699
-0.54586244,-0.029147958,1.7285239
-0.5452071,-0.02031948,1.730861
-0.54410726,-0.016731989,1.731464
-0.5410864,-0.013000447,1.7313617
-0.54070586,-0.010697243,1.7315004
-0.5400849,-0.010418883,1.7282065
-0.5391311,-0.01097802,1.7257675
-0.5416172,-0.005956722,1.7278159
-0.54797137,0.034756336,1.7417132
-0.53966147,0.061672706,1.7525663
-0.52858824,-0.036576483,1.722626
-0.5220966,-0.08939743,1.7171364
-0.5255384,-0.079992406,1.7158813
-0.53454685,-0.06625262,1.7131593
-0.53848904,-0.056986276,1.71273
-0.5404394,-0.05516735,1.7118735
-0.53160703,-0.031519365,1.7108114
-0.49726674,0.08861683,1.6924709
-0.4622455,0.22610734,1.6718351
-0.4441714,0.23038545,1.746492
-0.28469574,0.10305822,1.8443973
-0.19070242,0.0948693,1.8978989
-0.23431897,0.047222387,1.8821222
-0.29092008,-0.06311257,1.5651954
-0.39447924,-0.084079,1.4936414
-0.5262999,-0.13640451,1.3775535
-0.6302579,-0.24259098,1.2516284
-0.6934365,-0.2800593,1.1268089
-0.7206054,-0.37846807,1.0042356
-0.6946848,-0.38597304,0.9179319
-0.610938,-0.40664142,0.9696297
-0.599337,-0.37904772,0.98086065
-0.5678858,-0.41948354,0.9920948
-0.57165945,-0.43860695,0.9906002
-0.571562,-0.43851715,0.9933066
-0.57356644,-0.41763622,1.0055181
-0.5673317,-0.41449672,0.99338967
-0.547522,-0.4095527,0.9737077
-0.54993606,-0.38437265,0.9604049
-0.55340606,-0.36781007,0.9609281
-0.5516709,-0.36954075,0.96955234
-0.55598503,-0.3789393,0.97550464
-0.555646,-0.39007553,0.9910249
-0.54769045,-0.4054839,1.0146955
-0.5563734,-0.4115813,0.9916635
-0.5441992,-0.41864547,0.9660635
-0.5575207,-0.3987576,0.9478391
-0.56737655,-0.40477502,0.9483145
-0.5799683,-0.40849718,0.9477093
-0.58514106,-0.4138482,0.94447756
-0.5893702,-0.42066836,0.9454624
-0.59198815,-0.41580772,0.9541863
-0.5964634,-0.41156417,0.9575729
-0.60508084,-0.40808675,0.95416063
-0.62520385,-0.39287663,0.94117355
-0.6542027,-0.3728597,0.9289777
-0.68802994,-0.35926786,0.913652
-0.6541652,-0.3646281,0.9499822
-0.5649409,-0.52504396,1.0776436
-0.5161017,-0.6711983,1.1308112
-0.5023515,-0.6102983,1.1103615
-0.5419561,-0.5383567,1.0868185
-0.5761581,-0.4773172,1.0519197
-0.5915783,-0.413466,1.0005778
-0.6129537,-0.37700212,0.97178465
-0.6354657,-0.34845197,0.93863696
-0.6122376,-0.31563884,0.9633513
-0.53578496,-0.4166566,1.067033
-0.49425778,-0.5088509,1.1392685
-0.49213895,-0.53062475,1.1350824
-0.5079896,-0.5202673,1.1250448
-0.51999813,-0.5242542,1.1140441
-0.5258783,-0.5253564,1.1030707
-0.533025,-0.49753606,1.0770373
-0.5511212,-0.42388177,1.000158
-0.5460018,-0.41992003,1.0060542
-0.51435167,-0.5151102,1.0932702
-0.50688916,-0.55166036,1.1241409
-0.5176428,-0.54284745,1.1148618
-0.526316,-0.5243133,1.1112818
-0.52866244,-0.5127859,1.1093136
-0.5441356,-0.46501702,1.0552243
-0.57614446,-0.36720967,0.944247
-0.6164991,-0.35202065,0.91764945
-0.5979773,-0.34432167,0.91023844
-0.5746775,-0.3399224,0.9024836
-0.56541395,-0.32405835,0.9116292
-0.55130327,-0.33363265,0.93747264
-0.5168295,-0.36747602,0.9666849
-0.48130944,-0.38590676,0.98933
-0.4555485,-0.38253546,1.0170175
-0.46110976,-0.37864026,1.0227053
-0.44563952,-0.39355114,1.0250278
-0.42965695,-0.40166715,1.0053087
-0.43200576,-0.41647002,0.99853534
-0.4451941,-0.42452294,1.0012062
-0.45854002,-0.41131696,1.0191138
-0.47948474,-0.40886268,1.0399786
-0.48294646,-0.41395122,1.0715935
-0.49335626,-0.44957814,1.1014057
-0.49874517,-0.5136717,1.1089988
-0.4439571,-0.5467737,1.1364626
-0.42381343,-0.5319554,1.1953444
-0.30749682,-0.41747195,1.2437303
-0.31189662,-0.3901586,1.2676922
-0.3006613,-0.42591226,1.2856882
-0.262678,-0.40683758,1.281838
-0.27874923,-0.41831437,1.2686577
-0.30294162,-0.3916029,1.2497042
-0.3181844,-0.3920202,1.2463429
-0.3331041,-0.39557868,1.2370872
-0.3368434,-0.3865017,1.2366765
-0.35154775,-0.39046788,1.2327045
-0.3717133,-0.3947194,1.2205513
-0.38721982,-0.38411257,1.2065415
-0.40051967,-0.38044414,1.1999485
-0.41553125,-0.37744582,1.1919745
-0.43038675,-0.37232566,1.1841393
-0.4533386,-0.3778523,1.1732256
-0.45865205,-0.36685386,1.1748236
-0.4617644,-0.35837498,1.1759636
-0.46876624,-0.35351172,1.1741861
-0.47336075,-0.36322138,1.1765665
-0.4690432,-0.3611262,1.1793077
-0.4669549,-0.3582877,1.1814232
-0.46930876,-0.3541545,1.1829425
-0.4690154,-0.3538215,1.1842679
-0.46572092,-0.35507783,1.1849656
-0.4659909,-0.3569513,1.1857628
-0.46548516,-0.35939935,1.1850064
-0.46621853,-0.36284322,1.1820804
-0.46661717,-0.37099296,1.1780565
-0.4657124,-0.37262836,1.1769216
-0.46604335,-0.37400636,1.1765558
-0.4664408,-0.37430254,1.1767548
-0.46640858,-0.37396514,1.1782792
-0.46517906,-0.37564272,1.1781452
-0.46502632,-0.37737593,1.1771193
-0.4654923,-0.37985033,1.1756295
-0.46422628,-0.3828379,1.1747993
-0.4647402,-0.38692173,1.1726277
-0.466758,-0.39461416,1.1668098
-0.47006196,-0.40212464,1.1600251
-0.47046354,-0.4051884,1.1579496
-0.47067356,-0.40755594,1.1577152
-0.47053674,-0.4109452,1.1574541
-0.47184002,-0.41306803,1.1571393
-0.47393537,-0.4147479,1.1557968
-0.47518352,-0.41729558,1.154829
-0.47522846,-0.42593634,1.1526004
-0.47402316,-0.42846245,1.153444
-0.47498983,-0.4307132,1.1528623
-0.47446892,-0.43217927,1.1535578
-0.47322744,-0.43441123,1.153756
-0.4709293,-0.43754396,1.1535804
-0.47044116,-0.44300374,1.1515695
-0.46688163,-0.44692108,1.1527271
-0.46602914,-0.45104825,1.1527315
-0.46551532,-0.45173985,1.1537489
-0.46445784,-0.4538029,1.152989
-0.46306705,-0.45823306,1.1525291
-0.46224004,-0.4586495,1.1525316
-0.46332455,-0.45853567,1.1522363
-0.4641125,-0.45963556,1.1525446
-0.46299073,-0.45983106,1.1534328
-0.46325326,-0.4605504,1.1522944
-0.46263647,-0.46056768,1.1534938
-0.4629711,-0.46235037,1.1543518
-0.46428832,-0.4647334,1.1556892
-0.467678,-0.4725436,1.1568277
-0.46891776,-0.47694722,1.1566861
-0.4692603,-0.4791387,1.1574211
-0.47064987,-0.48203105,1.1574452
-0.47136724,-0.48614255,1.1589557
-0.4712545,-0.48706052,1.1596123
-0.47030938,-0.48814604,1.1588391
-0.46980417,-0.48784834,1.1587346
-0.4697973,-0.48787865,1.1595626
-0.46925515,-0.4898384,1.1605197
-0.4697782,-0.4908489,1.1592855
-0.46970385,-0.49119562,1.1589392
-0.46726087,-0.49211386,1.1595665
-0.4678063,-0.49167082,1.1599748
-0.46818674,-0.49233148,1.1603286
-0.46820065,-0.49338934,1.1598245
-0.4674438,-0.494264,1.1600935
-0.4676006,-0.49390402,1.1608485
-0.46695465,-0.49573126,1.1605704
-0.46678433,-0.49654326,1.1599612
-0.4663969,-0.49691856,1.1598177
-0.465813,-0.49775293,1.1603732
-0.46522006,-0.49770373,1.1615772
-0.464806,-0.49831223,1.1607273
-0.46440622,-0.49936023,1.1609253
-0.46275255,-0.50044703,1.1621846
-0.4632539,-0.5015091,1.1626267
-0.46203542,-0.50231326,1.1628718
-0.4620433,-0.5039176,1.1617645
-0.46190023,-0.50470924,1.1612103
-0.46108812,-0.50561893,1.161379
-0.46195418,-0.5067204,1.160752
-0.46098158,-0.50844884,1.1605356
-0.45960224,-0.5097751,1.160386
-0.4595379,-0.50911653,1.1617677
-0.45998737,-0.50846267,1.1624814
-0.45975822,-0.5092943,1.1621629
-0.46111807,-0.5100958,1.1589369
-0.4591485,-0.5150922,1.1557206
-0.45707053,-0.5221002,1.1540908
-0.4565183,-0.53267473,1.1516662
-0.4557586,-0.5422871,1.150892
-0.45655313,-0.5426561,1.1507418
-0.45818847,-0.54505205,1.1507833
-0.46089697,-0.54701614,1.1523899
-0.4616533,-0.5471783,1.1533422
-0.46123442,-0.54901135,1.1520548
-0.46065497,-0.5494117,1.1533456
-0.46040484,-0.5477653,1.1558076
-0.45972353,-0.54752934,1.1558648
-0.4596575,-0.5485449,1.1552469
-0.45955488,-0.55008024,1.1544303
-0.4591799,-0.55041116,1.1557782
-0.46069938,-0.5525379,1.1535028
-0.46141574,-0.55512214,1.1510541
-0.46030018,-0.555128,1.1510526
-0.45940346,-0.55517834,1.15236
-0.45965484,-0.5567262,1.1516321
-0.46062472,-0.55750495,1.1507611
-0.4592641,-0.55926317,1.1506917
-0.4584444,-0.5598284,1.1512823
-0.45805198,-0.5567666,1.1526502
-0.4598342,-0.55849737,1.1515938
-0.4611573,-0.5606779,1.1510236
-0.4613679,-0.5610816,1.1510584
-0.462561,-0.56149465,1.1506965
-0.4628542,-0.5627308,1.1511403
-0.46350482,-0.563705,1.1498355
-0.4633507,-0.56408983,1.1488863
-0.4626742,-0.5652014,1.14839
-0.46289727,-0.56537896,1.1483829
-0.4627157,-0.56540054,1.1487595
-0.4624673,-0.566869,1.1467353
-0.46284077,-0.5685195,1.1451898
-0.46222726,-0.5701432,1.1448934
-0.46168226,-0.57031924,1.1456225
-0.46158096,-0.5704497,1.1450909
-0.4615364,-0.5708534,1.1455386
-0.46248052,-0.5707243,1.1459615
-0.46150926,-0.5717483,1.1462877
-0.46110877,-0.57185894,1.1462493
-0.46152437,-0.57244265,1.1456258
-0.4606392,-0.57342637,1.1455076
-0.46057945,-0.5733565,1.1462691
-0.46042135,-0.5745218,1.1453559
-0.46069252,-0.57538456,1.1441497
-0.46029842,-0.5760098,1.1440212
-0.46040756,-0.5771306,1.1436793
-0.46076858,-0.57698303,1.1439806
-0.4609651,-0.5795839,1.144731
-0.462243,-0.58057916,1.146138
-0.4612823,-0.5796884,1.1486565
-0.46156222,-0.5794191,1.1508065
-0.46438938,-0.58000624,1.1532949
-0.462707,-0.5879765,1.1605102
-0.46856496,-0.59712505,1.1650507
-0.47470304,-0.5966498,1.1697267
-0.4590154,-0.5700663,1.1952251
-0.43533653,-0.5474938,1.2109973
-0.42746863,-0.56010056,1.2251636
-0.45492798,-0.5506223,1.1825662
-0.42355508,-0.53051484,1.1772276
-0.41009575,-0.47499734,1.1668704
-0.41322595,-0.48031425,1.169649
-0.41832617,-0.48881623,1.1707054
-0.41215697,-0.4856824,1.1850486
-0.42053023,-0.49450296,1.1851065
-0.4342091,-0.5056701,1.1803108
-0.44019035,-0.51779866,1.1790236
-0.44012523,-0.5231218,1.1780305
-0.43853778,-0.52783364,1.1803252
-0.4399733,-0.5308331,1.1787792
-0.43944257,-0.53464425,1.1781851
-0.43934563,-0.5348034,1.1779538
-0.43959397,-0.53443396,1.1789252
-0.4395287,-0.5328612,1.1803784
-0.4360546,-0.53238726,1.1829363
-0.43740395,-0.53391325,1.1794381
-0.4386801,-0.5369957,1.175452
-0.43907693,-0.5396686,1.1740065
-0.43951198,-0.5408595,1.1733534
-0.43999487,-0.5411103,1.1740664
-0.44173226,-0.54126644,1.173262
-0.44173127,-0.5422295,1.1715214
-0.44133586,-0.54337806,1.1719077
-0.4424461,-0.543949,1.1712756
-0.4414131,-0.54371035,1.173772
-0.44286406,-0.54406154,1.1747159
-0.439349,-0.53842336,1.1876724
-0.43811715,-0.53977793,1.1864687
-0.44416553,-0.5434823,1.1794152
-0.44500628,-0.54252535,1.1842837
-0.44385982,-0.5419048,1.1890438
-0.4448688,-0.5454446,1.187741
-0.44754145,-0.5507456,1.180052
-0.44842145,-0.555273,1.173204
-0.45117623,-0.5596553,1.1704435
-0.45525277,-0.56494623,1.1674455
-0.45449984,-0.55972624,1.1811048
-0.4509379,-0.5552298,1.1890972
-0.45053732,-0.55767125,1.1812795
-0.4517255,-0.5595888,1.179495
-0.4524344,-0.5529481,1.1889414
-0.44803312,-0.54781127,1.1956712
-0.44480297,-0.5451067,1.1968908
-0.44408962,-0.5433889,1.1942849
-0.44261613,-0.542092,1.1925528
-0.44241193,-0.53944594,1.1922389
-0.4415893,-0.5351018,1.1924623
-0.4420811,-0.53075385,1.1904709
-0.43885282,-0.52289224,1.1931436
-0.4395896,-0.51434696,1.1921773
-0.4387072,-0.5176852,1.1917281
-0.43205938,-0.52725756,1.1927285
-0.43296134,-0.52971274,1.191168
-0.43554798,-0.5278316,1.1899397
-0.43591633,-0.52868843,1.1884395
-0.43895182,-0.5239239,1.1903315
-0.4434216,-0.516035,1.1920468
-0.44887498,-0.5037627,1.1856298
-0.46027073,-0.48272976,1.1693399
-0.4732947,-0.4690606,1.1596721
-0.46566916,-0.46923903,1.165002
-0.467588,-0.46829575,1.1651747
-0.45599717,-0.46762562,1.1736437
-0.42511058,-0.50479424,1.2065965
-0.41594213,-0.5309888,1.2200631
-0.42124957,-0.5327575,1.2211473
-0.42111662,-0.53828996,1.2214029
-0.41815856,-0.5465596,1.2196094
-0.4174125,-0.55245185,1.2183565
-0.42162967,-0.5649385,1.220238
-0.42036444,-0.5738964,1.2222519
-0.43070108,-0.56697404,1.2201401
-0.4507632,-0.5223649,1.2128774
-0.4471315,-0.52538705,1.2243987
-0.440386,-0.54230237,1.2247638
-0.44118753,-0.547281,1.2211506
-0.44302958,-0.55114484,1.2187412
-0.4421703,-0.5554142,1.2180709
-0.4429318,-0.5584952,1.2152531
-0.4448968,-0.5614076,1.2144742
-0.445894,-0.5593769,1.2162237
-0.4474547,-0.557338,1.2175195
-0.4463317,-0.55888504,1.2169509
-0.4445706,-0.55903447,1.2172285
-0.44534567,-0.55929416,1.2178789
-0.44544703,-0.5606587,1.2175882
-0.44552046,-0.5633825,1.2162832
-0.4495628,-0.56289744,1.2158847
-0.454031,-0.5650134,1.2159531
-0.45467815,-0.5692292,1.2157853
-0.4537284,-0.5725423,1.2147171
-0.45442498,-0.57142013,1.2140803
-0.45477635,-0.5721415,1.2161644
-0.4555851,-0.57118946,1.2178874
-0.45657933,-0.57169074,1.217669
-0.45758355,-0.57355636,1.2165669
-0.45772976,-0.57314205,1.2174687
-0.45781854,-0.5742763,1.2169096
-0.45787817,-0.57438236,1.2167526
-0.45918,-0.5741344,1.2162025
-0.46059248,-0.5765142,1.215439
-0.45979828,-0.5772661,1.2162651
-0.45903856,-0.57191133,1.215109
-0.45995066,-0.5697802,1.21402
-0.46004036,-0.57030135,1.2149336
-0.45949575,-0.57196593,1.215742
-0.4606211,-0.5711148,1.2183075
-0.4614376,-0.57333046,1.2168553
-0.46208495,-0.5744617,1.2153914
-0.46215606,-0.57233274,1.2166994
-0.46748698,-0.57628787,1.2145244
-0.4620173,-0.57683134,1.2157629
-0.4535589,-0.58198816,1.2194003
-0.4479649,-0.5892364,1.2214129
-0.44572583,-0.5898556,1.2319624
-0.4464519,-0.59277046,1.2346004
-0.44501305,-0.5920083,1.2346932
-0.4509492,-0.59168106,1.2287511
-0.45335004,-0.58876544,1.2309548
-0.45251015,-0.594799,1.2295862
-0.4515187,-0.59608155,1.2310783
-0.45308003,-0.5937791,1.2349933
-0.45372304,-0.5898286,1.2362341
-0.45153424,-0.57966244,1.242025
-0.44265524,-0.568615,1.2522509
-0.43861744,-0.5424879,1.258573
-0.4332594,-0.53789085,1.2671688
-0.4104118,-0.4903276,1.2984145
-0.4066849,-0.4420274,1.3162911
-0.40807426,-0.42608023,1.314896
-0.40253726,-0.3977706,1.3178921
-0.4109478,-0.38187093,1.3208034
-0.42250958,-0.39022106,1.3161632
-0.43246135,-0.40381476,1.300522
-0.45058608,-0.4230116,1.2874987
-0.4770102,-0.40351164,1.2864769
-0.4938773,-0.36445075,1.2752308
-0.5230243,-0.33224425,1.2719735
-0.5193176,-0.29967126,1.2855122
-0.5274968,-0.31694847,1.2923273
-0.53727853,-0.33719978,1.30025
-0.5613244,-0.35587525,1.278753
-0.6123382,-0.37032893,1.2056812
-0.7377523,-0.40812132,1.1215559
-0.72237545,-0.33921593,1.1303076
-0.64609677,-0.30560917,1.2459935
-0.59705704,-0.32161406,1.3182988
-0.59376234,-0.34421256,1.3315129
-0.60501474,-0.3466522,1.3299693
-0.5989379,-0.34104916,1.3327694
-0.5916757,-0.34861967,1.3403834
-0.60140324,-0.34536058,1.334091
-0.6682937,-0.3696205,1.2532896
-0.6483725,-0.36192316,1.2397174
-0.61246455,-0.3500069,1.2984579
-0.5946013,-0.3512846,1.3199111
-0.57768506,-0.36082312,1.3375171
-0.5832412,-0.3257698,1.3198601
-0.5850004,-0.33103496,1.2964346
-0.57052714,-0.32282883,1.3449231
-0.5462907,-0.34626502,1.3667655
-0.5402423,-0.36664844,1.3497175
-0.5378802,-0.38517874,1.3368871
-0.5412635,-0.3949975,1.3286712
-0.5454945,-0.41304007,1.3226763
-0.5355279,-0.43334582,1.308026
-0.5466493,-0.44082072,1.2845622
-0.55383307,-0.44245702,1.2636162
-0.5528354,-0.4335157,1.2750009
-0.55710125,-0.42738828,1.2824627
-0.5448659,-0.40835676,1.3079433
-0.46514454,-0.42326626,1.4554679
-0.4251844,-0.49907959,1.5687697
-0.4408934,-0.4931983,1.5433695
-0.46758685,-0.41067398,1.4764382
-0.5657323,-0.32695267,1.411091
-0.55687046,-0.31428352,1.463066
-0.47975442,-0.38313702,1.5620782
-0.45659548,-0.446962,1.5765098
-0.44187862,-0.45723078,1.5561527
-0.44965705,-0.46138918,1.5383976
-0.46070135,-0.46016297,1.5263453
-0.46856114,-0.46092376,1.5119098
-0.5078121,-0.39645556,1.4333352
-0.6027854,-0.32010773,1.394193
-0.635729,-0.3033118,1.391963
-0.56984925,-0.34403607,1.4780471
-0.5138009,-0.4159343,1.5257279
-0.49669892,-0.45212632,1.5292538
-0.5023861,-0.44056073,1.5103896
-0.50305206,-0.4377054,1.506782
-0.5044516,-0.43793693,1.4974378
-0.5129517,-0.4282448,1.4760631
-0.5175696,-0.37662616,1.4499825
-0.5243836,-0.3328562,1.4103515
-0.5273769,-0.28871164,1.375645
-0.4909413,-0.31374046,1.463361
-0.44630888,-0.3699473,1.5591075
-0.46375766,-0.381766,1.5614135
-0.4746704,-0.38673976,1.5373434
-0.48845106,-0.38508898,1.5147026
-0.5119579,-0.3843232,1.4801775
-0.5337854,-0.38012725,1.4484403
-0.5469006,-0.37667444,1.4324228
-0.5452207,-0.37881687,1.431749
-0.5379612,-0.38149464,1.4299984
-0.53634864,-0.38379493,1.4277813
-0.5360242,-0.38282475,1.4291496
-0.5325128,-0.3713911,1.4309982
-0.5393609,-0.36837474,1.3884531
-0.5760843,-0.3241598,1.32177
-0.5427725,-0.31872773,1.3700726
-0.5420318,-0.34231368,1.3968238
-0.545046,-0.38245487,1.4082363
-0.56899065,-0.37348947,1.3989806
-0.6007677,-0.36604846,1.4352493
-0.6217276,-0.367312,1.4394491
-0.55954957,-0.3375616,1.5337346
-0.47492436,-0.4355559,1.6470056
-0.4744858,-0.4905556,1.6458753
-0.48308235,-0.47836855,1.602
-0.49124032,-0.47140175,1.5723894
-0.49534687,-0.45541152,1.5610551
-0.49730274,-0.44248152,1.530603
-0.50628144,-0.4406859,1.5051591
-0.5126537,-0.42050505,1.48316
-0.5211146,-0.40321684,1.4570475
-0.5228924,-0.39420027,1.4431803
-0.52448446,-0.39401984,1.4363185
-0.527089,-0.39141908,1.4353557
-0.53461826,-0.39446664,1.4294138
-0.540321,-0.40178385,1.4188716
-0.5470765,-0.40439767,1.4022727
-0.5476752,-0.3930964,1.3787749
-0.5578352,-0.3863155,1.3269455
-0.5628253,-0.37689704,1.3006264
-0.5594027,-0.3738215,1.3065193
-0.52141863,-0.3917622,1.3807497
-0.4945533,-0.4485532,1.4427335
-0.50440675,-0.45596924,1.4264554
-0.51584697,-0.45565268,1.407713
-0.519917,-0.45632213,1.3945675
-0.5226578,-0.45086756,1.3925213
-0.5274595,-0.44875523,1.392794
-0.528949,-0.44785765,1.3912138
-0.52658683,-0.4471736,1.3907259
-0.52475405,-0.4506706,1.3897694
-0.5245454,-0.45043787,1.3899417
-0.52548486,-0.45084977,1.3904382
-0.52411234,-0.45411742,1.386881
-0.519742,-0.46777394,1.3807462
-0.5165433,-0.48075134,1.3733014
-0.5134443,-0.4911184,1.3640175
-0.47360796,-0.5305371,1.3176042
-0.30888635,-0.5217148,1.2497615
-0.06945153,-0.57652384,1.1908233
0.12733169,-0.6004849,1.0549077
0.19383761,-0.44387335,0.9707311
0.2566213,-0.49156564,0.98895717
0.28969082,-0.50434124,0.9735021
0.33292553,-0.5723398,0.9470957
0.39151615,-0.59229684,0.901091
0.43709445,-0.5394263,0.8764409
